customer_id,company_name,contact_name,email,phone,address,city,postal_code,country,customer_since,credit_limit,payment_terms,department
C13afda51,Börner Mühle KG,Sarina Dowerg,rwernecke@nette.com,+49(0) 632032592,Stadelmannring 7/5,Luckenwalde,04063,Deutschland,2022-09-12,10000.0,Immediate,Finanzen
C42e5a792,Boucsein,Tina Zimmer,writter@junitz.com,+49(0)7926 206073,Zahnring 6,Sonneberg,58768,Deutschland,2023-01-29,50000.0,Net60,Einkauf
C724c4e71,Dippel Weihmann AG & Co. KGaA,Sibylle Gieß,caterinaklingelhoefer@zimmer.de,0001563465,Cornelia-Stumpf-Straße 3,Tirschenreuth,89544,Deutschland,2024-07-23,10000.0,Net30,IT
C36a19778,Nette GmbH,Josephine Süßebier,zkaul@tlustek.net,+49 (0) 0505 337179,Pohlring 4,Hohenstein-Ernstthal,09494,Deutschland,2022-07-24,10000.0,Net30,Finanzen
C22dc1560,Harloff KG,Univ.Prof. Christos Löffler,sstahr@kallert.com,+49(0)9561 95928,Emilia-Holzapfel-Gasse 0,Bergzabern,86309,Deutschland,2024-04-06,100000.0,Net45,Einkauf
Cc1fa55aa,Hofmann,Milos Gorlitz MBA.,thorbenweinhage@gnatz.de,+49(0)1365002845,Janette-Ebert-Platz 71,Eichstätt,83282,Deutschland,2022-02-05,50000.0,Immediate,Einkauf
C04fc253d,Reinhardt,Elias Dehmel,zwalter@koch.com,(04928) 23239,Scheibeplatz 41,Grimmen,27826,Deutschland,2021-09-18,5000.0,Net60,IT
Ccc22c52a,Preiß,Radmila Riehl,vschottin@baehr.com,+49 (0) 3710 407153,Evelin-Römer-Straße 3/7,Wolfenbüttel,40840,Deutschland,2022-05-31,25000.0,Net45,Finanzen
Cfeb0823d,Stiffel,Danuta Eigenwillig-Schacht,schombernicole@briemer.de,+49(0)7255 466439,Kramerring 804,Forst,04662,Deutschland,2022-01-24,100000.0,Net45,IT
C5c74d310,Schuster Birnbaum AG & Co. KGaA,Stephan Schweitzer,farukroehricht@hoerle.org,(04473) 281104,Laszlo-Beer-Allee 5/5,Lübz,64486,Deutschland,2021-03-22,5000.0,Net45,HR
C1d070d6e,Schlosser Heinz KG,Henrik Förster,theresialorch@trub.com,+49(0) 384297282,Drubplatz 5/0,Marienberg,67927,Deutschland,2021-04-16,100000.0,Net60,Einkauf
Cf6f02706,Wirth,Ahmad Textor,gertakostolzin@hande.com,09604 94803,Monja-Linke-Platz 9/4,Jena,23885,Deutschland,2023-03-22,50000.0,Net30,HR
Cfbe3e017,Schottin,Faruk Mohaupt-Aumann,,,Peggy-Wernecke-Ring 491,Staßfurt,50173,Deutschland,2023-09-30,,Net45,Finanzen
Cbbd2eaf2,Lehmann GmbH,Veronika Juncken B.Sc.,pritter@haering.org,(03928) 938144,Hamannallee 0/8,Bitterfeld,16942,Deutschland,2021-04-20,50000.0,Immediate,Vertrieb
Ce80237a3,Drub GmbH & Co. KGaA,Prof. Britta Hölzenbecher,adelekraushaar@oestrovsky.org,+49 (0) 0561 085129,Krauseallee 86,Gadebusch,06411,Deutschland,2022-07-09,100000.0,Net60,Finanzen
C1d5b10d8,Koch AG,Giorgio Stroh B.A.,adinastoll@lachmann.org,+49(0) 522435029,Trüballee 8,Garmisch-Partenkirchen,65226,Deutschland,2023-03-20,10000.0,Net60,Finanzen
C82cd3970,Ullmann OHG mbH,Ellen Mitschke,soedingroland@neuschaefer.de,+49(0)9235986149,Gerta-Schottin-Platz 7/3,Dessau,70013,Deutschland,2023-10-09,25000.0,Immediate,Einkauf
C12ba5ea5,Seidel Stiftung & Co. KG,Ing. Beate Heser MBA.,,,Ralf-Weinhold-Weg 860,Gunzenhausen,32754,Deutschland,2021-01-06,,Net45,Produktion
C50c4accc,Fritsch Fechner AG,Czeslaw Kranz-Süßebier,marionrosenow@beier.com,08761 85033,Christian-van der Dussen-Gasse 2,Eisleben,03257,Deutschland,2024-06-22,50000.0,Immediate,Vertrieb
C31bd71a6,Steinberg Johann KG,Micha Dussen van-Ziegert,noackmarica@salz.de,00389 752688,Weinholdring 47,Beeskow,97556,Deutschland,2021-04-04,5000.0,Immediate,Vertrieb
Cca45c3ff,Schenk,Ljudmila Eberth,athanasios45@heintze.com,01021596351,Elfie-Junck-Gasse 907,Potsdam,98445,Deutschland,2020-01-02,100000.0,Net60,Finanzen
C9670ea64,Faust KGaA,Carolina Schmiedt,tatiana26@davids.com,(05981) 43016,Nermin-Hövel-Ring 6/5,Anklam,32787,Deutschland,2021-02-18,25000.0,Net60,Vertrieb
C7c206597,Schottin Mans KG,Frau Gilda Scholl,,,Marcel-Holsten-Gasse 98,Gräfenhainichen,19030,Deutschland,2021-01-28,,Net30,HR
C6e13dd23,Zobel GmbH & Co. OHG,Dr. Dimitri Hornich B.Sc.,ldoehn@trupp.com,02957616462,Evamaria-Renner-Ring 61,Cuxhaven,81681,Deutschland,2023-03-31,5000.0,Immediate,Vertrieb
Ca39b1a71,Bender Trapp OHG mbH,Heidelore Becker-Bohnbach,,,Felicia-Ziegert-Allee 57,Ribnitz-Damgarten,60272,Deutschland,2024-03-25,,Net60,Einkauf
Ced957276,Grein Groth,Susan Hofmann,imaelzer@soeding.org,+49(0)5696 69976,Gießstr. 3,Ludwigslust,00247,Deutschland,2024-08-23,100000.0,Net60,Finanzen
Cf7d98e3f,Kambs,Mirja Zobel,ernestine69@seidel.de,+49(0)1602 047906,Winklergasse 6,Borna,78151,Deutschland,2020-05-12,100000.0,Immediate,Vertrieb
Cb0fb7360,Langern KG,Alexej Beyer,barthjoseph@mosemann.net,+49 (0) 4185 994809,Marietta-Heidrich-Straße 93,Werdau,25728,Deutschland,2021-10-20,50000.0,Net60,IT
C9f23f455,Sager,Gerhardt Niemeier-Beckmann,edgarhuhn@hettner.de,(04032) 90635,Urte-Trüb-Allee 8/1,Wetzlar,06259,Deutschland,2020-04-05,100000.0,Net60,Vertrieb
Ce1527376,Kühnert Textor GmbH & Co. OHG,Prof. Guenter Kranz,uli84@hoerle.net,+49(0) 804430693,Martinallee 8,Wurzen,80795,Deutschland,2020-07-07,50000.0,Net60,IT
C4420150f,Hübel Niemeier GmbH & Co. OHG,Frau Konstanze Lindau B.A.,birnbaumklaus-werner@schmiedecke.org,0738309353,Carolin-Dobes-Gasse 5/4,Heinsberg,80847,Deutschland,2022-02-16,100000.0,Net60,HR
Ce02f09fc,Aumann Löchel Stiftung & Co. KGaA,Betina Pieper,,,Carmela-Hauffer-Allee 79,Nordhausen,10540,Deutschland,2021-01-11,,Net30,Finanzen
C967d50a7,Döring Jopich GmbH & Co. OHG,Centa Krause MBA.,wolfgang11@wernecke.com,01344375785,Stefani-Trubin-Gasse 08,Bützow,31958,Deutschland,2020-06-12,100000.0,Net60,Produktion
C73ed6f51,Oderwald,Prof. Horst-Günter Paffrath B.A.,cmangold@maelzer.de,+49(0)2999365621,Henckallee 0,Seelow,67411,Deutschland,2022-08-18,25000.0,Net45,Produktion
C878b9a97,Huhn,Prof. Luka Dobes MBA.,iloeffler@naser.com,(03661) 523836,Bonbachweg 060,Rothenburg ob der Tauber,62672,Deutschland,2020-11-19,25000.0,Net30,Produktion
C8a588552,Mies GmbH & Co. KGaA,Prof. Mariusz Davids,wesackalmut@kitzmann.com,(01641) 161784,Frankering 9,Berlin,33535,Deutschland,2023-01-21,25000.0,Net30,Finanzen
C1011d7bf,Flantz AG,Prof. Jobst Finke,hbinner@bauer.com,+49 (0) 9006 267031,Gina-Wilms-Ring 699,Stade,27017,Deutschland,2023-12-01,100000.0,Net45,Produktion
Cca4b662a,Möchlichen Rudolph e.V.,Heinz-Gerd Huhn,roerrichtkarl-hans@thanel.de,(07687) 849755,Sabrina-Rust-Straße 83,Gifhorn,77427,Deutschland,2020-09-06,100000.0,Immediate,Vertrieb
C96c2fc47,Rudolph Ackermann GbR,Tatjana Anders-Bien,ingetraut88@junken.de,+49(0)0920 53794,Dietzallee 6/8,Roding,15331,Deutschland,2024-03-08,50000.0,Net45,Finanzen
Ce36428f7,Pärtzelt AG,Clara Ullrich,martarudolph@pieper.com,+49(0)4430 83627,Schulzplatz 8,Tecklenburg,55706,Deutschland,2022-10-21,10000.0,Immediate,HR
Cd891b141,Gierschner AG,Marcella Anders,wellerkaete@baum.org,+49(0)8745712057,Hermannweg 87,Feuchtwangen,58642,Deutschland,2020-10-26,10000.0,Immediate,Produktion
C3ae31983,Schuchhardt GmbH,Prof. Ulf Köhler,,,Schenkstr. 66,Lippstadt,80235,Deutschland,2020-10-04,,Net30,Vertrieb
C2212de05,Trapp OHG mbH,Dipl.-Ing. Herbert Finke B.Eng.,tpeukert@muelichen.de,+49(0)9924 455510,Gertrud-Bolzmann-Straße 9/3,Lübben,02355,Deutschland,2020-10-15,100000.0,Net30,Produktion
C754b752d,Schinke Jungfer GbR,Dr. Pawel Dehmel B.A.,,,Edda-Dobes-Allee 47,Füssen,63264,Deutschland,2024-08-19,,Net60,Produktion
Ce475e957,Knappe,Frau Gretel Cichorius B.A.,theobald83@plath.com,+49(0) 335198342,Ingeborg-Kroker-Straße 52,Donaueschingen,38965,Deutschland,2023-11-21,5000.0,Net30,Produktion
Ca6fb2402,Sölzer Lange GbR,Univ.Prof. Engin Dörschner,xfliegner@wagenknecht.com,(00380) 211948,Bohlanderring 1,Riesa,83123,Deutschland,2022-05-18,50000.0,Immediate,HR
C4c2e5d03,Weinhold GmbH & Co. KG,Dipl.-Ing. Ingo Hermighausen B.Eng.,,,Wulffstraße 176,Hildburghausen,60665,Deutschland,2022-08-14,,Net30,Vertrieb
C89e40436,Hertrampf,Dipl.-Ing. Irmengard Hauffer,paulwerner@conradi.org,0967632161,Hans-Hinrich-Speer-Gasse 0,Bad Brückenau,92164,Deutschland,2020-01-23,5000.0,Net45,Vertrieb
C9a904d0d,Putz AG & Co. OHG,Prof. Bekir Jacob,ingetrautpruschke@geisel.net,+49(0)2638 194625,Elly-Reising-Weg 62,Emmendingen,60774,Deutschland,2020-04-05,25000.0,Immediate,Einkauf
C924c7be9,Speer Pechel AG,Frau Halina Dehmel,wditschlerin@albers.de,(03064) 252704,Löfflergasse 1,Pegnitz,00641,Deutschland,2020-12-14,100000.0,Net45,Einkauf
Ca7e17d6d,Mohaupt GmbH,Gerhardt Pölitz,philip47@schinke.com,+49(0)5822424056,Stolzestr. 6,Eisleben,26809,Deutschland,2020-02-29,25000.0,Immediate,Einkauf
Cbc09ea39,Zobel,Henry Trommler,eroehricht@haenel.de,04793 81584,Sabine-Striebitz-Gasse 7,Oranienburg,49005,Deutschland,2022-08-06,50000.0,Net60,Finanzen
C9e5706df,Ditschlerin,Ariane Hahn B.Sc.,ghande@langern.net,01604899354,Slavko-Mälzer-Allee 44,Kitzingen,47055,Deutschland,2020-05-02,10000.0,Net30,IT
C0641716f,Juncken Weller GmbH,Niklas Peukert-Bohlander,junkandre@kade.com,+49(0)2070 910371,Friedericke-Stoll-Platz 8,Olpe,72629,Deutschland,2022-03-24,25000.0,Net30,Produktion
C6043cf92,Mälzer Weihmann AG,Ing. Anne-Rose Langern,,,Jähnallee 304,Wismar,83018,Deutschland,2020-05-19,,Net30,HR
C99bf0109,Bien,Albert Kobelt,jplath@mude.de,(08471) 351820,Dolores-Fiebig-Straße 572,Schwarzenberg,39271,Deutschland,2024-02-21,25000.0,Net30,IT
C03157cee,Fischer Walter GmbH,Thea Pergande,maurizioetzold@steckel.net,+49(0)8827 584865,Gundolf-Salz-Weg 5/1,Kaiserslautern,88197,Deutschland,2023-11-08,100000.0,Net30,Vertrieb
C3d3a92f2,Kohl Ebert KGaA,Luitgard Zirme,vschuchhardt@schaefer.de,+49(0)4249 354411,Schulzstraße 5,Mühlhausen,98869,Deutschland,2020-12-12,25000.0,Net45,Finanzen
C8edb23e1,Albers,Gisela Seidel,jaqueline83@rosemann.net,+49(0)4280 70593,Patricia-Riehl-Straße 178,Gerolzhofen,98994,Deutschland,2021-10-31,5000.0,Net30,Finanzen
Cdf1d8dba,Losekann,Gert Rogner,friedemann67@carsten.de,(05532) 77324,Jan-Peter-Graf-Straße 44,Erbisdorf,63899,Deutschland,2020-05-06,50000.0,Net30,Produktion
